epoch,train_loss
1,329.5425310359589
2,301.84321712128104
3,275.2331799316406
4,249.3027539480549
5,222.05872658089416
6,191.97921134217145
7,158.35698418186135
8,130.7340808021859
9,113.45515101184584
10,101.22605079128317
11,90.44619230923587
12,81.03426083081389
13,73.00032509163634
14,66.0574952885876
15,59.99017541545711
16,54.56673641675139
17,49.818730631789116
18,45.60541459593054
19,41.92919413109348
20,38.62900715449085
21,35.73141645248622
22,33.13800930702523
23,30.768286682546954
24,28.66581281061042
25,26.780596002030045
26,25.080700398275297
27,23.583708327829022
28,22.23455011550694
29,20.996859373327805
30,19.883410433416497
31,18.864239143476095
32,17.939178162666217
33,17.111869666739686
34,16.36824226483907
35,15.665865532339435
36,15.042929557904806
37,14.459458479162764
38,13.930025962411541
39,13.433037676876538
40,12.971144322957079
41,12.551896712943298
42,12.13900601008167
43,11.778681118586292
44,11.439158717116264
45,11.128956821389394
46,10.837637568434625
47,10.563271497439032
48,10.337167909700577
49,10.097418139732047
50,9.883509125382933
51,9.674110637821563
52,9.468453133465493
53,9.2847688860436
54,9.103412034544226
55,8.949297852189574
56,8.806644073904376
57,8.66363014848265
58,8.5319172156347
59,8.402693384248916
60,8.27458375852402
61,8.158470113832657
62,8.067493525988436
63,7.952091390531357
64,7.8588763108972
65,7.759173585029497
66,7.665330181121826
67,7.562928334066313
68,7.495964005875261
69,7.40989226537208
70,7.356173151617181
71,7.2651854042157735
72,7.217379957225225
73,7.154708126015859
74,7.063947023365595
75,7.061906241848044
76,6.98612576001311
77,6.931283892017522
78,6.878301240842636
79,6.848206882215526
80,6.805880245051972
81,6.726037893687209
82,6.675386546931855
83,6.64870376952707
84,6.607174214663571
85,6.569013632421624
86,6.550394855394756
87,6.546076910463098
88,6.52207444987885
89,6.447941752917146
90,6.419077756437537
91,6.393067416360934
92,6.3470321124873745
93,6.299666495649782
94,6.260949008889394
95,6.254416337209205
96,6.205223018698496
97,6.173718671406785
98,6.151253726645692
99,6.128590491307925
100,6.09467735551808
101,6.085405638185266
102,6.063451083980195
103,6.077379146993977
104,6.0505263696957945
105,5.989626391685173
106,5.997817945088426
107,6.004439611826857
108,5.9692250063647965
109,5.931232152442409
110,5.924405532993682
111,5.897808704898782
112,5.931900038523216
113,5.903965713291952
114,5.895382393614886
115,5.848602281335282
116,5.8305006952155125
117,5.796317096866973
118,5.7661808779468275
119,5.74837111277123
120,5.739106296643819
121,5.725117846449761
122,5.711061210109763
123,5.71207116479743
124,5.677596874237061
125,5.675391520931296
126,5.653754444644876
127,5.633635471291738
128,5.614590433721673
129,5.633517915908604
130,5.601548994403996
131,5.615503689230305
132,5.627749489039591
133,5.576449242160745
134,5.556895540315811
135,5.5652019573891
136,5.533146217293935
137,5.530984874620829
138,5.533355283867823
139,5.51120848355228
140,5.4887404744919035
141,5.477766379264936
142,5.515147837808687
143,5.489755397692119
144,5.478118310954473
145,5.44875719645252
146,5.454491576103315
147,5.448078744705409
148,5.431230441054253
149,5.433715489531217
150,5.4084045747208265
151,5.402850765855345
152,5.38985654987701
153,5.380706253574319
154,5.380463552083055
155,5.355820097204757
156,5.365392989067182
157,5.359093174869067
158,5.367794337337965
159,5.368350540840463
160,5.332671961327121
161,5.301341729621365
162,5.3275282039381056
163,5.329765863026658
164,5.325783618508953
165,5.338246998460326
166,5.310443378082693
167,5.300534324645996
168,5.28250006584272
169,5.273007076995014
170,5.264160321640642
171,5.249798510303236
172,5.232324557630983
173,5.221733588127241
174,5.224539231600827
175,5.281413983906785
176,5.243951993445828
177,5.215038262981258
178,5.198271597248234
179,5.182223854848783
180,5.178740288460092
181,5.1922061050101505
182,5.18013722119266
183,5.164312739960135
184,5.160511547245392
185,5.207096101159919
186,5.195960349775341
187,5.159619660573463
188,5.163063498457817
189,5.168325327259221
190,5.119231253062209
191,5.120278586296186
192,5.131275765405943
193,5.112188523174965
194,5.084572172034276
195,5.087371644320553
196,5.077429928975563
197,5.0704973231276425
198,5.053056953900481
199,5.0684807126816
200,5.046046884876408
201,5.050525858892153
202,5.020271554711747
203,5.022579645130732
204,5.003845802725178
205,5.058360193853509
206,5.118979569787848
207,5.074008568802925
208,5.001291953570222
209,5.00140796269456
210,5.0051334203432685
211,4.988116470232402
212,4.958253601021963
213,5.011197646415397
214,4.985088746319079
215,5.036288607871696
216,4.995051197940356
217,4.948390661527033
218,4.971363480972917
219,4.95419277138906
220,4.9782581277089575
221,4.924495148593432
222,4.910092589365293
223,4.945768648173711
224,4.906556283088579
225,4.8889446154032665
226,4.91376713112609
227,4.903304526707897
228,4.906291480390993
229,4.917656731278929
230,4.924853961631043
231,4.898960700100416
232,4.894771200990023
233,4.8689317839113
234,4.8272897683757625
235,4.857499228960847
236,4.826045873720352
237,4.812495355736719
238,4.865957300630335
239,4.839408331831841
240,4.820560682636418
241,4.849891679058336
242,4.807021627818068
243,4.787525218545574
244,4.771390183853777
245,4.757616325012625
246,4.796567623451964
247,4.839652446328778
248,4.771736043642645
249,4.750431720132697
250,4.740343312302681
251,4.762517982639679
252,4.700097617057905
253,4.748669200531424
254,4.801986231607933
255,4.768055450230428
256,4.7606824820009
257,4.749816211282391
258,4.709832500300995
259,4.680373738693865
260,4.668484877494916
261,4.668728817717669
262,4.695009135154828
263,4.670119746743816
264,4.654874005252368
265,4.6480514594300155
266,4.655691863543367
267,4.633840486709386
268,4.619844133821252
269,4.613151230746753
270,4.5833990154527635
271,4.593989868947904
272,4.615106218416397
273,4.564880911422103
274,4.560269246819901
275,4.5752401636724604
276,4.546444018638297
277,4.518765589570346
278,4.519666935646371
279,4.544154539500197
280,4.5193336473752375
281,4.512029750510438
282,4.515105850794544
283,4.510860570358903
284,4.590358558811554
285,4.53606500468842
286,4.520533769424648
287,4.541299278050253
288,4.496893224585547
289,4.437534502761005
290,4.536731310413308
291,4.5036238808827855
292,4.443095962054109
293,4.442445855075366
294,4.42367149209323
295,4.419458740182119
296,4.392135196058717
297,4.416971560700299
298,4.433407435743776
299,4.435664558671925
300,4.431567985848205
301,4.423500081415046
302,4.419551787180444
303,4.429032389758384
304,4.357447424849418
305,4.3340491908870336
306,4.338573107262181
307,4.325665980169218
308,4.363207015338009
309,4.342239530641739
310,4.305625435554818
311,4.290196427645749
312,4.282283586998508
313,4.278759835909491
314,4.289229501959396
315,4.279210177643658
316,4.263381130793324
317,4.243164551356068
318,4.3487778418031455
319,4.3347249601965085
320,4.342012843040571
321,4.3187945133365995
322,4.246713977709208
323,4.268062658440577
324,4.246180656903411
325,4.208297827994987
326,4.174832221122637
327,4.165592713813259
328,4.190602929755433
329,4.127725211234942
330,4.131281289923681
331,4.188437049029624
332,4.231310554138601
333,4.138373940350259
334,4.152511333831369
335,4.138727411766575
336,4.122617530822754
337,4.102477180402573
338,4.0787775396320916
339,4.091215018703513
340,4.07340159533775
341,4.071399820928704
342,4.044642617996425
343,4.018527389160575
344,4.029631434923982
345,4.0145584563686425
346,4.112901304062099
347,4.056271052948416
348,3.9988841557176147
349,3.986997289265672
350,3.9872969329520447
351,4.004719724524511
352,3.988918231807343
353,3.9760387985020467
354,3.965503162227265
355,3.9888897804364767
356,3.9700283432006835
357,3.998608810999622
358,3.9928802926573033
359,3.913637448663581
360,3.9487452104646867
361,3.931979648642344
362,3.937091950847678
363,4.014755727950841
364,3.9540891238434672
365,3.9489709783580205
366,3.9363998626029653
367,3.9214184896913293
368,3.9364672577217834
369,3.8880428243663214
370,3.9254794877196013
371,3.914619378651658
372,3.889698944614358
373,3.9216352315144998
374,3.8437655950572394
375,3.969193751975282
376,3.908609437028023
377,3.877013326148464
378,3.8598433275092137
379,3.8200678746994225
380,3.782771814947259
381,3.8066549501027147
382,3.7744377385753474
383,3.800208748464715
384,3.7948763012559446
385,3.7758606250971964
386,3.729078137254062
387,3.739233024544912
388,3.7237691181653165
389,3.7132303104661917
390,3.7048678790053278
391,3.7253343691891185
392,3.7142024524897743
393,3.696824250809134
394,3.672073163463645
395,3.6605183193781605
396,3.6945222541077496
397,3.6602429704796777
398,3.6696681908385393
399,3.6335852246741727
400,3.6399608971321418
401,3.6389982701654304
402,3.6584474597565113
403,3.6841437326718682
404,3.641136860390232
405,3.644137095490547
406,3.60409355490175
407,3.6299689828533017
408,3.6041680855947
409,3.55961359089368
410,3.5836867732217867
411,3.5639108708786638
412,3.5807893327164324
413,3.550279360209426
414,3.54007100667039
415,3.5518542646381954
416,3.542308762563418
417,3.4951535841536847
418,3.5003011881162043
419,3.509947251620358
420,3.4886970344961505
421,3.503814925363619
422,3.512999232174599
423,3.4885176198776455
424,3.4930770355381378
425,3.4531790882267366
426,3.4930994923474037
427,3.526686634168233
428,3.493869120846056
429,3.4671443216768028
430,3.4328868372146397
431,3.4245442185336596
432,3.4204146403482514
433,3.535862083696339
434,3.502783731042522
435,3.5339143879772865
436,3.500390199373846
437,3.4713993855045264
438,3.400296951189433
439,3.382752416297181
440,3.3923297056433275
441,3.4391003300392464
442,3.4598767510505573
443,3.512209150366587
444,3.4235077200850395
445,3.386547455983619
446,3.3921142246298595
447,3.375713987089183
448,3.3479962488723127
449,3.3161516910709747
450,3.297706946020257
451,3.3344860784974815
452,3.360622215662917
453,3.331449860873288
454,3.30640810692147
455,3.327607933201202
456,3.3449759437613293
457,3.3045745560894275
458,3.3335298751151723
459,3.2927676688155083
460,3.265967155743952
461,3.298017213377234
462,3.3447885926129066
463,3.3593919151776457
464,3.2805532891782994
465,3.271330686725982
466,3.2453926565875744
467,3.2378067216481248
468,3.2729525242113087
469,3.2561398199159806
470,3.299773218468444
471,3.2583769552675013
472,3.2476495216317374
473,3.2328154300010365
474,3.3094911819614774
475,3.3090984501250804
476,3.2831916205523766
477,3.232761589860263
478,3.1963107550634096
479,3.1832767631583017
480,3.152343929107875
481,3.2094849028652663
482,3.184935462115562
483,3.2227971329101144
484,3.2101232318355613
485,3.1889282409458946
486,3.1655246789488074
487,3.1318314851473454
488,3.1499932939712316
489,3.2238517899709205
490,3.190957082983566
491,3.1909195210182504
492,3.116288162910775
493,3.126231477162609
494,3.0969582525018144
495,3.103872365951538
496,3.111978427547298
497,3.108683370694722
498,3.07337807041325
499,3.0591568639833633
500,3.073418280719078
501,3.057498572231972
502,3.085879495829752
503,3.040264519600019
504,3.0419709001828545
505,3.07253828440627
506,3.082762231304221
507,3.0900799257461338
508,3.0870337168811117
509,3.0412345494309516
510,3.037292925952232
511,3.0371092128753663
512,3.015100705003085
513,3.053605146408081
514,3.0198843982121715
515,3.003270748608733
516,3.0300653360967766
517,2.994023376099051
518,2.9954874225511943
519,3.023656301367773
520,3.0349116521338892
521,2.9787256118042826
522,2.97796472353478
523,3.026146717724735
524,3.0182687202871663
525,2.988903436399486
526,2.959039295536198
527,2.9440124007447124
528,2.922894798043656
529,2.9316608276105907
530,2.91930806499638
531,2.92073869208767
532,2.9554206243279864
533,2.934997755468708
534,2.9273488922641704
535,2.8951934913739765
536,2.910745341549181
537,2.8987772719500815
538,2.922238742619345
539,2.899866116928728
540,2.8955675095074795
541,2.9233205441252825
542,2.8945947635337097
543,2.8873855822053676
544,2.881435607884028
545,2.8486073883265663
546,2.8486725650421563
547,2.8555109490433783
548,2.881100957948868
549,2.8616387947291546
550,2.834366318036432
551,2.8348431075109195
552,2.904994333998798
553,2.8605732544154336
554,2.823931316872166
555,2.80810923158306
556,2.8168608713803227
557,2.8042758663386516
558,2.8091035227579613
559,2.813224019351071
560,2.7991419529588257
561,2.7803377150182853
562,2.7970198501952708
563,2.8040755512289803
564,2.8157249647950473
565,2.829072113690311
566,2.785057331111333
567,2.7789669111330215
568,2.770060559625495
569,2.78885039394849
570,2.7474810632940843
571,2.7622687880633627
572,2.7499957633345096
573,2.757872592063799
574,2.789104672000833
575,2.7663469865877333
576,2.750859587813077
577,2.7335861003562196
578,2.855908737443898
579,2.7800313372154757
580,2.727116247987094
581,2.710670928432517
582,2.8097838376972772
583,2.770615266773799
584,2.748496085127739
585,2.733917369711889
586,2.699797201809818
587,2.77579047216128
588,2.749613447254651
589,2.751056176146416
590,2.713464312618726
591,2.672278351979713
592,2.6677639004955553
593,2.640821183740276
594,2.651817878566376
595,2.660268055772128
596,2.6456324903932336
597,2.743751506021578
598,2.8116932878102343
599,2.687928193366691
600,2.7196988509452504
601,2.639802809676079
602,2.6621907794638857
603,2.642922883621634
604,2.619270947991985
605,2.648472780985375
606,2.636457344081304
607,2.65033934736905
608,2.6621740868973407
609,2.6805282055841735
610,2.664727049527103
611,2.618521052582623
612,2.596751395708894
613,2.586415928749189
614,2.5706863873625454
615,2.6161742321432455
616,2.568477924817229
617,2.5724742669928564
618,2.5778768164491
619,2.540537518148553
620,2.554014481714327
621,2.5665714049665893
622,2.5768371269800894
623,2.5438596505988134
624,2.5680906734727835
625,2.5410881942592254
626,2.5292638672867866
627,2.562824273958598
628,2.557426216830946
629,2.543802323798611
630,2.530930521978091
631,2.5401315558446598
632,2.5754750817442593
633,2.4950610913315865
634,2.4839755042611738
635,2.4807230187768807
636,2.507836958088287
637,2.5182069105644747
638,2.480735416673634
639,2.461906169212028
640,2.497486399036564
641,2.529802806801992
642,2.4828453071803263
643,2.472710102551604
644,2.52914724519808
645,2.490482965364848
646,2.474446042465837
647,2.4755926150491794
648,2.5057511912306696
649,2.528013416251091
